age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,poutcome
39.0,admin.,single,university.degree,yes,no,cellular,jul,mon,9.816666666666666,2.0,nonexistent
59.0,retired,married,basic.4y,no,no,cellular,jul,mon,1.5166666666666666,4.0,nonexistent
27.0,student,single,high.school,yes,no,cellular,jul,mon,0.9,3.0,nonexistent
55.0,entrepreneur,married,university.degree,yes,no,cellular,jul,mon,5.366666666666666,4.0,nonexistent
48.0,services,divorced,high.school,yes,no,cellular,jul,mon,1.2,2.0,nonexistent
54.0,blue-collar,married,basic.4y,no,no,cellular,jul,mon,2.8,5.0,nonexistent
22.0,blue-collar,single,basic.9y,yes,no,telephone,jul,mon,1.8333333333333333,7.0,nonexistent
60.0,retired,married,university.degree,yes,no,cellular,jul,mon,2.0,3.0,nonexistent
35.0,blue-collar,married,professional.course,yes,no,cellular,jul,mon,2.4833333333333334,4.0,nonexistent
26.0,admin.,divorced,basic.9y,no,no,cellular,jul,mon,8.15,3.0,nonexistent
31.0,services,single,high.school,no,yes,telephone,jul,mon,23.75,2.0,nonexistent
43.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,0.4,3.0,nonexistent
30.0,technician,single,university.degree,yes,no,telephone,jul,mon,3.6333333333333333,2.0,nonexistent
33.0,blue-collar,married,professional.course,no,yes,cellular,jul,mon,1.3,2.0,nonexistent
27.0,technician,single,professional.course,no,no,cellular,jul,mon,1.55,7.0,nonexistent
20.0,student,single,high.school,yes,no,cellular,jul,mon,1.6666666666666667,4.0,nonexistent
41.0,blue-collar,married,basic.4y,yes,no,cellular,jul,mon,4.283333333333333,2.0,nonexistent
50.0,blue-collar,married,basic.4y,yes,yes,cellular,jul,mon,2.3333333333333335,4.0,nonexistent
28.0,blue-collar,married,basic.9y,no,yes,cellular,jul,mon,2.4166666666666665,3.0,nonexistent
30.0,management,single,university.degree,yes,no,telephone,jul,mon,1.5,3.0,nonexistent
33.0,blue-collar,married,basic.6y,no,no,cellular,jul,mon,2.033333333333333,2.0,nonexistent
36.0,blue-collar,married,basic.4y,yes,no,cellular,jul,mon,1.6166666666666667,6.0,nonexistent
24.0,admin.,single,professional.course,yes,no,cellular,jul,mon,5.95,1.0,nonexistent
40.0,management,married,university.degree,yes,no,cellular,jul,mon,10.633333333333333,3.0,nonexistent
45.0,admin.,married,university.degree,yes,no,cellular,jul,mon,7.966666666666667,11.0,nonexistent
48.0,services,divorced,high.school,no,yes,telephone,jul,mon,1.9666666666666666,7.0,nonexistent
29.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,2.7666666666666666,1.0,nonexistent
32.0,technician,married,professional.course,no,no,cellular,jul,mon,3.3833333333333333,2.0,nonexistent
36.0,self-employed,single,university.degree,no,no,cellular,jul,mon,1.4,1.0,nonexistent
32.0,admin.,divorced,basic.9y,yes,no,cellular,jul,mon,1.9666666666666666,3.0,nonexistent
32.0,admin.,single,high.school,no,yes,cellular,jul,mon,2.816666666666667,4.0,nonexistent
26.0,admin.,married,high.school,yes,no,cellular,jul,mon,2.933333333333333,4.0,nonexistent
36.0,self-employed,single,university.degree,no,no,cellular,jul,mon,3.25,1.0,nonexistent
29.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,1.6833333333333333,1.0,nonexistent
25.0,technician,single,professional.course,yes,no,cellular,jul,mon,8.65,2.0,nonexistent
51.0,blue-collar,married,basic.4y,no,no,cellular,jul,mon,3.783333333333333,4.0,nonexistent
50.0,entrepreneur,married,basic.9y,no,no,cellular,jul,mon,6.566666666666666,2.0,nonexistent
28.0,technician,married,basic.9y,yes,no,cellular,jul,mon,3.933333333333333,2.0,nonexistent
35.0,blue-collar,married,basic.4y,no,yes,cellular,jul,mon,3.0,4.0,nonexistent
48.0,services,divorced,high.school,no,yes,cellular,jul,mon,1.4666666666666666,4.0,nonexistent
30.0,admin.,single,university.degree,yes,yes,cellular,jul,mon,5.283333333333333,3.0,nonexistent
34.0,technician,divorced,professional.course,yes,no,cellular,jul,mon,2.8666666666666667,4.0,nonexistent
27.0,admin.,single,high.school,no,no,cellular,jul,mon,18.416666666666668,2.0,nonexistent
27.0,self-employed,single,professional.course,no,no,cellular,jul,mon,9.216666666666667,2.0,nonexistent
26.0,technician,single,high.school,yes,no,cellular,jul,mon,8.966666666666667,1.0,nonexistent
29.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,13.466666666666667,1.0,nonexistent
38.0,blue-collar,divorced,high.school,yes,no,cellular,jul,mon,1.5166666666666666,2.0,nonexistent
36.0,admin.,divorced,university.degree,yes,no,cellular,jul,mon,2.1666666666666665,1.0,nonexistent
30.0,management,single,university.degree,yes,no,cellular,jul,mon,1.6,1.0,nonexistent
46.0,blue-collar,married,basic.9y,no,no,cellular,jul,mon,1.2666666666666666,3.0,nonexistent
35.0,technician,married,professional.course,no,yes,cellular,jul,mon,9.233333333333333,2.0,nonexistent
49.0,management,married,university.degree,yes,no,cellular,jul,mon,3.066666666666667,1.0,nonexistent
30.0,technician,single,university.degree,yes,yes,cellular,jul,mon,2.1,4.0,nonexistent
46.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,2.066666666666667,1.0,nonexistent
27.0,blue-collar,single,basic.9y,no,no,cellular,jul,mon,5.266666666666667,1.0,nonexistent
27.0,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,6.75,1.0,nonexistent
40.0,self-employed,married,high.school,no,no,cellular,jul,mon,8.683333333333334,1.0,nonexistent
46.0,management,single,university.degree,yes,no,cellular,jul,mon,1.55,1.0,nonexistent
49.0,management,married,university.degree,yes,no,cellular,jul,mon,0.6166666666666667,1.0,nonexistent
31.0,blue-collar,single,high.school,no,no,cellular,jul,mon,0.7,6.0,nonexistent
47.0,technician,single,professional.course,no,no,cellular,jul,mon,2.85,1.0,nonexistent
26.0,admin.,married,high.school,no,no,cellular,jul,mon,7.583333333333333,4.0,nonexistent
36.0,blue-collar,married,high.school,yes,no,cellular,jul,mon,2.5,4.0,nonexistent
29.0,blue-collar,married,basic.4y,yes,yes,cellular,jul,mon,1.55,1.0,nonexistent
35.0,admin.,single,university.degree,yes,no,cellular,jul,mon,2.6,1.0,nonexistent
25.0,admin.,single,basic.9y,no,no,cellular,jul,mon,1.1,1.0,nonexistent
30.0,management,single,university.degree,yes,no,cellular,jul,mon,5.383333333333334,1.0,nonexistent
37.0,blue-collar,single,basic.6y,no,no,telephone,jul,mon,0.6166666666666667,1.0,nonexistent
36.0,services,divorced,high.school,yes,no,cellular,jul,mon,3.7666666666666666,1.0,nonexistent
29.0,blue-collar,married,basic.4y,yes,yes,cellular,jul,mon,7.866666666666666,1.0,nonexistent
41.0,blue-collar,single,university.degree,no,no,cellular,jul,mon,5.95,1.0,nonexistent
46.0,blue-collar,single,basic.6y,yes,no,cellular,jul,mon,0.7833333333333333,1.0,nonexistent
28.0,admin.,single,high.school,yes,no,cellular,jul,mon,4.916666666666667,1.0,nonexistent
27.0,technician,single,professional.course,no,no,cellular,jul,mon,9.683333333333334,4.0,nonexistent
28.0,blue-collar,married,basic.4y,yes,no,cellular,jul,mon,1.8833333333333333,1.0,nonexistent
54.0,blue-collar,married,basic.4y,yes,yes,cellular,jul,mon,3.183333333333333,1.0,nonexistent
34.0,admin.,married,high.school,yes,yes,cellular,jul,mon,3.216666666666667,1.0,nonexistent
34.0,admin.,married,high.school,yes,no,cellular,jul,mon,0.6333333333333333,1.0,nonexistent
55.0,blue-collar,married,basic.4y,yes,no,cellular,jul,mon,1.8,1.0,nonexistent
40.0,management,married,university.degree,no,no,cellular,jul,mon,1.2833333333333334,2.0,nonexistent
53.0,entrepreneur,married,university.degree,yes,no,cellular,jul,mon,3.533333333333333,1.0,nonexistent
28.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,3.75,3.0,nonexistent
35.0,entrepreneur,single,university.degree,no,no,cellular,jul,mon,2.0,3.0,nonexistent
53.0,entrepreneur,married,university.degree,no,no,cellular,jul,mon,5.066666666666666,1.0,nonexistent
57.0,admin.,married,university.degree,no,no,cellular,jul,mon,3.8333333333333335,1.0,nonexistent
54.0,blue-collar,married,basic.4y,no,no,cellular,jul,mon,14.266666666666667,1.0,nonexistent
41.0,admin.,married,university.degree,no,yes,cellular,jul,mon,6.6,2.0,nonexistent
36.0,blue-collar,married,basic.9y,no,no,cellular,jul,mon,14.216666666666667,1.0,nonexistent
32.0,admin.,single,high.school,no,no,cellular,jul,mon,9.833333333333334,3.0,nonexistent
35.0,self-employed,divorced,basic.9y,no,no,cellular,jul,mon,0.8833333333333333,6.0,nonexistent
42.0,blue-collar,single,high.school,yes,no,cellular,jul,mon,0.9166666666666666,5.0,nonexistent
46.0,blue-collar,single,basic.6y,yes,no,cellular,jul,mon,2.816666666666667,1.0,nonexistent
43.0,admin.,married,high.school,yes,no,cellular,jul,mon,7.916666666666667,4.0,nonexistent
50.0,blue-collar,married,basic.4y,no,yes,cellular,jul,mon,2.35,6.0,nonexistent
36.0,blue-collar,single,basic.9y,no,no,cellular,jul,mon,0.9,10.0,nonexistent
28.0,admin.,single,high.school,yes,no,cellular,jul,mon,1.6833333333333333,1.0,nonexistent
38.0,management,married,high.school,yes,no,cellular,jul,mon,0.9,8.0,nonexistent
38.0,blue-collar,single,basic.9y,no,yes,cellular,jul,mon,12.166666666666666,8.0,nonexistent
29.0,services,single,professional.course,yes,no,cellular,jul,mon,1.75,2.0,nonexistent
39.0,blue-collar,married,basic.4y,no,no,cellular,jul,mon,8.883333333333333,1.0,nonexistent
34.0,blue-collar,married,high.school,no,yes,cellular,jul,mon,2.95,1.0,nonexistent
24.0,admin.,married,high.school,yes,no,cellular,jul,mon,4.933333333333334,1.0,nonexistent
43.0,admin.,married,high.school,no,yes,cellular,jul,mon,5.066666666666666,3.0,nonexistent
36.0,technician,married,basic.4y,no,no,cellular,jul,mon,14.233333333333333,1.0,nonexistent
41.0,blue-collar,married,basic.4y,no,no,cellular,jul,mon,1.7166666666666666,3.0,nonexistent
35.0,services,divorced,high.school,no,yes,cellular,jul,mon,1.6166666666666667,2.0,nonexistent
33.0,admin.,single,high.school,no,no,cellular,jul,mon,0.5166666666666667,1.0,nonexistent
60.0,admin.,married,high.school,no,yes,cellular,jul,mon,1.5,1.0,nonexistent
48.0,entrepreneur,married,basic.9y,no,no,cellular,jul,mon,1.5,1.0,nonexistent
46.0,services,married,high.school,yes,no,cellular,jul,mon,2.8333333333333335,3.0,nonexistent
27.0,blue-collar,married,basic.9y,no,yes,cellular,jul,mon,1.65,1.0,nonexistent
31.0,blue-collar,married,basic.9y,no,no,cellular,jul,mon,1.85,1.0,nonexistent
29.0,blue-collar,married,basic.6y,no,no,cellular,jul,mon,1.9166666666666667,1.0,nonexistent
39.0,services,married,high.school,yes,no,telephone,jul,mon,2.6333333333333333,1.0,nonexistent
37.0,technician,divorced,professional.course,no,yes,cellular,jul,mon,1.6666666666666667,2.0,nonexistent
55.0,admin.,married,university.degree,no,no,cellular,jul,mon,1.9666666666666666,3.0,nonexistent
32.0,admin.,married,high.school,yes,no,telephone,jul,mon,0.31666666666666665,1.0,nonexistent
32.0,admin.,married,high.school,no,no,telephone,jul,mon,1.0833333333333333,1.0,nonexistent
46.0,services,married,high.school,no,yes,cellular,jul,mon,5.6,4.0,nonexistent
32.0,services,married,high.school,no,no,cellular,jul,mon,0.7333333333333333,1.0,nonexistent
29.0,services,married,high.school,no,yes,cellular,jul,mon,7.983333333333333,1.0,nonexistent
44.0,admin.,single,basic.9y,no,no,cellular,jul,mon,1.1833333333333333,11.0,nonexistent
39.0,technician,single,professional.course,no,no,cellular,jul,mon,10.283333333333333,2.0,nonexistent
46.0,management,married,university.degree,yes,no,cellular,jul,mon,1.5333333333333334,2.0,nonexistent
44.0,housemaid,married,basic.4y,yes,no,cellular,jul,mon,1.5833333333333333,1.0,nonexistent
27.0,blue-collar,single,high.school,yes,no,cellular,jul,mon,2.6,1.0,nonexistent
32.0,admin.,divorced,basic.9y,no,no,cellular,jul,mon,2.95,1.0,nonexistent
45.0,admin.,married,university.degree,no,yes,cellular,jul,mon,1.55,1.0,nonexistent
34.0,blue-collar,married,basic.6y,yes,yes,cellular,jul,mon,3.6333333333333333,1.0,nonexistent
26.0,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,6.15,1.0,nonexistent
29.0,technician,married,high.school,no,no,cellular,jul,mon,3.433333333333333,1.0,nonexistent
34.0,blue-collar,married,basic.6y,yes,no,cellular,jul,mon,5.333333333333333,1.0,nonexistent
40.0,blue-collar,married,basic.9y,no,no,cellular,jul,mon,2.716666666666667,4.0,nonexistent
30.0,admin.,single,high.school,no,yes,cellular,jul,mon,1.6833333333333333,3.0,nonexistent
24.0,admin.,single,professional.course,yes,no,cellular,jul,mon,2.85,2.0,nonexistent
38.0,blue-collar,married,basic.4y,yes,no,cellular,jul,mon,17.316666666666666,7.0,nonexistent
36.0,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,3.683333333333333,8.0,nonexistent
44.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,6.15,1.0,nonexistent
32.0,admin.,single,high.school,yes,no,cellular,jul,mon,2.35,2.0,nonexistent
44.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,9.566666666666666,1.0,nonexistent
44.0,admin.,single,basic.9y,yes,yes,cellular,jul,mon,15.316666666666666,2.0,nonexistent
47.0,services,divorced,basic.9y,no,no,cellular,jul,mon,11.3,1.0,nonexistent
44.0,admin.,married,high.school,no,no,cellular,jul,mon,1.6833333333333333,1.0,nonexistent
24.0,student,single,high.school,no,no,cellular,jul,mon,2.85,1.0,nonexistent
47.0,technician,married,professional.course,no,no,cellular,jul,mon,2.4833333333333334,1.0,nonexistent
39.0,admin.,married,university.degree,yes,no,cellular,jul,mon,1.2,4.0,nonexistent
39.0,technician,single,professional.course,no,no,cellular,jul,mon,1.0833333333333333,2.0,nonexistent
41.0,technician,divorced,high.school,yes,no,telephone,jul,mon,1.0166666666666666,1.0,nonexistent
41.0,technician,divorced,high.school,yes,no,cellular,jul,mon,8.683333333333334,1.0,nonexistent
31.0,admin.,single,high.school,no,no,cellular,jul,mon,16.95,6.0,nonexistent
40.0,self-employed,married,high.school,yes,no,cellular,jul,mon,0.85,7.0,nonexistent
24.0,blue-collar,single,basic.9y,no,yes,cellular,jul,mon,3.95,1.0,nonexistent
41.0,technician,divorced,high.school,yes,no,cellular,jul,mon,5.95,1.0,nonexistent
24.0,blue-collar,single,basic.9y,yes,yes,cellular,jul,mon,7.483333333333333,1.0,nonexistent
22.0,blue-collar,single,basic.9y,yes,yes,cellular,jul,mon,14.133333333333333,1.0,nonexistent
38.0,entrepreneur,married,professional.course,yes,no,cellular,jul,mon,5.933333333333334,2.0,nonexistent
27.0,blue-collar,single,basic.9y,yes,yes,cellular,jul,mon,3.4,3.0,nonexistent
37.0,admin.,single,high.school,no,no,cellular,jul,mon,1.1833333333333333,15.0,nonexistent
56.0,technician,married,professional.course,yes,no,cellular,jul,mon,2.716666666666667,3.0,nonexistent
43.0,admin.,married,high.school,no,yes,cellular,jul,mon,1.85,1.0,nonexistent
39.0,admin.,married,university.degree,no,no,telephone,jul,mon,12.216666666666667,3.0,nonexistent
40.0,self-employed,married,high.school,no,no,cellular,jul,mon,5.883333333333334,2.0,nonexistent
43.0,admin.,married,high.school,yes,no,cellular,jul,mon,1.9833333333333334,1.0,nonexistent
40.0,self-employed,married,high.school,yes,no,telephone,jul,mon,1.3166666666666667,1.0,nonexistent
27.0,blue-collar,single,basic.9y,no,no,cellular,jul,mon,13.466666666666667,5.0,nonexistent
41.0,technician,single,university.degree,yes,no,cellular,jul,mon,9.216666666666667,1.0,nonexistent
43.0,admin.,married,high.school,no,no,cellular,jul,mon,8.45,1.0,nonexistent
55.0,admin.,married,university.degree,no,no,cellular,jul,mon,1.55,1.0,nonexistent
43.0,blue-collar,married,high.school,yes,no,cellular,jul,mon,4.083333333333333,1.0,nonexistent
28.0,technician,married,basic.9y,yes,no,cellular,jul,mon,18.0,4.0,nonexistent
43.0,blue-collar,married,high.school,no,no,cellular,jul,mon,5.65,1.0,nonexistent
43.0,services,married,high.school,no,no,cellular,jul,mon,11.833333333333334,1.0,nonexistent
40.0,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,13.733333333333333,5.0,nonexistent
29.0,admin.,single,university.degree,yes,no,cellular,jul,mon,5.55,2.0,nonexistent
43.0,services,married,high.school,yes,yes,cellular,jul,mon,20.2,1.0,nonexistent
32.0,entrepreneur,married,high.school,yes,no,cellular,jul,mon,4.0,1.0,nonexistent
19.0,student,single,basic.9y,yes,no,cellular,jul,mon,1.45,4.0,nonexistent
40.0,admin.,married,university.degree,no,no,cellular,jul,mon,19.266666666666666,1.0,nonexistent
39.0,self-employed,married,high.school,no,no,cellular,jul,mon,12.683333333333334,2.0,nonexistent
51.0,blue-collar,married,basic.4y,no,no,cellular,jul,mon,3.3333333333333335,2.0,nonexistent
24.0,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,7.85,2.0,nonexistent
35.0,technician,married,professional.course,no,no,cellular,jul,mon,1.3333333333333333,3.0,nonexistent
48.0,services,divorced,high.school,no,no,cellular,jul,mon,2.283333333333333,3.0,nonexistent
37.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,10.383333333333333,1.0,nonexistent
31.0,services,single,high.school,no,no,cellular,jul,mon,14.683333333333334,4.0,nonexistent
47.0,housemaid,divorced,basic.4y,no,no,cellular,jul,mon,4.25,1.0,nonexistent
59.0,entrepreneur,married,university.degree,no,no,cellular,jul,mon,4.183333333333334,5.0,nonexistent
47.0,housemaid,divorced,basic.4y,no,no,cellular,jul,mon,5.95,1.0,nonexistent
32.0,services,married,basic.4y,no,no,cellular,jul,mon,14.85,4.0,nonexistent
22.0,blue-collar,single,basic.9y,no,no,cellular,jul,mon,3.8,3.0,nonexistent
56.0,housemaid,divorced,basic.4y,yes,no,cellular,jul,mon,2.0166666666666666,2.0,nonexistent
48.0,services,divorced,high.school,yes,no,cellular,jul,mon,3.3333333333333335,2.0,nonexistent
31.0,blue-collar,single,basic.4y,no,no,cellular,jul,mon,1.9333333333333333,3.0,nonexistent
38.0,entrepreneur,married,university.degree,no,no,cellular,jul,mon,2.6166666666666667,1.0,nonexistent
26.0,blue-collar,single,basic.9y,yes,yes,cellular,jul,mon,2.5166666666666666,2.0,nonexistent
39.0,admin.,single,university.degree,no,no,cellular,jul,mon,5.55,3.0,nonexistent
31.0,blue-collar,single,basic.4y,yes,no,cellular,jul,mon,2.55,3.0,nonexistent
36.0,technician,married,high.school,yes,no,cellular,jul,mon,1.35,1.0,nonexistent
52.0,blue-collar,divorced,basic.9y,yes,yes,cellular,jul,mon,6.833333333333333,1.0,nonexistent
35.0,blue-collar,married,basic.4y,yes,no,cellular,jul,mon,0.9333333333333333,1.0,nonexistent
32.0,services,married,university.degree,no,no,telephone,jul,mon,11.516666666666667,10.0,nonexistent
33.0,admin.,married,basic.9y,yes,yes,cellular,jul,mon,3.3666666666666667,3.0,nonexistent
28.0,blue-collar,divorced,basic.9y,yes,yes,cellular,jul,mon,2.0833333333333335,1.0,nonexistent
35.0,entrepreneur,single,university.degree,yes,no,cellular,jul,mon,9.666666666666666,3.0,nonexistent
39.0,blue-collar,married,basic.6y,no,no,cellular,jul,mon,2.966666666666667,1.0,nonexistent
44.0,admin.,single,basic.9y,yes,no,cellular,jul,mon,1.0166666666666666,1.0,nonexistent
30.0,admin.,single,high.school,yes,no,telephone,jul,mon,12.366666666666667,4.0,nonexistent
49.0,admin.,married,university.degree,no,no,cellular,jul,mon,1.3333333333333333,1.0,nonexistent
49.0,admin.,married,university.degree,yes,no,telephone,jul,mon,0.3,1.0,nonexistent
39.0,blue-collar,married,basic.6y,yes,no,cellular,jul,mon,2.783333333333333,1.0,nonexistent
27.0,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,4.916666666666667,3.0,nonexistent
35.0,blue-collar,married,basic.4y,yes,no,cellular,jul,mon,3.0166666666666666,1.0,nonexistent
37.0,management,married,university.degree,yes,no,cellular,jul,mon,4.866666666666666,8.0,nonexistent
24.0,blue-collar,married,basic.9y,no,no,telephone,jul,mon,2.85,1.0,nonexistent
24.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,0.7666666666666667,1.0,nonexistent
51.0,blue-collar,married,basic.4y,no,no,cellular,jul,mon,9.633333333333333,2.0,nonexistent
27.0,admin.,single,high.school,yes,no,cellular,jul,mon,1.8666666666666667,1.0,nonexistent
33.0,blue-collar,married,basic.6y,yes,no,cellular,jul,mon,4.983333333333333,1.0,nonexistent
26.0,admin.,married,university.degree,yes,no,cellular,jul,mon,9.8,1.0,nonexistent
44.0,admin.,single,basic.9y,yes,yes,cellular,jul,mon,2.4166666666666665,5.0,nonexistent
48.0,blue-collar,married,basic.6y,yes,yes,cellular,jul,mon,4.166666666666667,1.0,nonexistent
30.0,technician,single,university.degree,yes,yes,cellular,jul,mon,2.4833333333333334,7.0,nonexistent
23.0,services,single,high.school,yes,yes,cellular,jul,mon,2.15,2.0,nonexistent
25.0,services,single,high.school,yes,yes,cellular,jul,mon,3.466666666666667,3.0,nonexistent
37.0,admin.,single,high.school,no,no,cellular,jul,mon,4.15,3.0,nonexistent
25.0,technician,single,professional.course,yes,no,cellular,jul,mon,4.866666666666666,2.0,nonexistent
27.0,technician,single,high.school,yes,no,cellular,jul,mon,6.783333333333333,11.0,nonexistent
39.0,blue-collar,married,basic.4y,no,no,cellular,jul,mon,3.7,1.0,nonexistent
44.0,admin.,single,basic.9y,yes,no,cellular,jul,mon,0.8333333333333334,5.0,nonexistent
41.0,technician,married,high.school,no,no,cellular,jul,mon,4.166666666666667,1.0,nonexistent
44.0,blue-collar,married,basic.9y,no,no,cellular,jul,mon,2.45,1.0,nonexistent
22.0,services,married,high.school,yes,no,cellular,jul,mon,1.6666666666666667,1.0,nonexistent
29.0,admin.,married,high.school,no,no,telephone,jul,mon,1.4833333333333334,1.0,nonexistent
32.0,admin.,married,high.school,yes,no,telephone,jul,mon,1.7833333333333334,3.0,nonexistent
35.0,services,married,high.school,yes,yes,cellular,jul,mon,5.533333333333333,1.0,nonexistent
25.0,blue-collar,married,basic.9y,no,no,cellular,jul,mon,2.2,3.0,nonexistent
54.0,retired,married,basic.4y,yes,yes,cellular,jul,mon,5.333333333333333,1.0,nonexistent
42.0,housemaid,divorced,basic.4y,yes,no,cellular,jul,mon,1.1833333333333333,9.0,nonexistent
32.0,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,1.5166666666666666,9.0,nonexistent
26.0,housemaid,married,basic.4y,yes,no,cellular,jul,mon,2.4833333333333334,2.0,nonexistent
28.0,blue-collar,married,high.school,yes,no,cellular,jul,mon,6.533333333333333,1.0,nonexistent
56.0,blue-collar,married,basic.9y,yes,yes,cellular,jul,mon,3.5,1.0,nonexistent
22.0,blue-collar,single,basic.9y,no,no,telephone,jul,mon,0.8333333333333334,4.0,nonexistent
57.0,blue-collar,married,professional.course,yes,no,cellular,jul,mon,14.283333333333333,4.0,nonexistent
31.0,services,single,university.degree,yes,no,cellular,jul,mon,1.1333333333333333,9.0,nonexistent
56.0,blue-collar,married,basic.9y,no,no,cellular,jul,mon,4.966666666666667,1.0,nonexistent
30.0,blue-collar,single,basic.4y,yes,yes,cellular,jul,mon,3.55,1.0,nonexistent
30.0,services,single,university.degree,yes,no,cellular,jul,mon,3.25,1.0,nonexistent
58.0,management,married,university.degree,yes,no,cellular,jul,mon,4.333333333333333,1.0,nonexistent
30.0,services,married,high.school,no,no,cellular,jul,mon,7.9,1.0,nonexistent
29.0,admin.,single,high.school,yes,no,cellular,jul,mon,3.85,2.0,nonexistent
31.0,admin.,single,high.school,yes,yes,cellular,jul,mon,15.6,4.0,nonexistent
39.0,technician,single,professional.course,no,no,cellular,jul,mon,11.5,3.0,nonexistent
40.0,admin.,single,basic.9y,yes,no,cellular,jul,mon,6.35,1.0,nonexistent
40.0,admin.,single,basic.9y,no,no,cellular,jul,mon,18.15,1.0,nonexistent
44.0,management,single,high.school,no,no,cellular,jul,mon,5.2,1.0,nonexistent
30.0,management,single,university.degree,no,no,cellular,jul,mon,3.5166666666666666,2.0,nonexistent
32.0,technician,single,high.school,no,no,cellular,jul,mon,2.45,1.0,nonexistent
42.0,blue-collar,married,basic.4y,no,no,cellular,jul,mon,6.3,1.0,nonexistent
32.0,technician,married,professional.course,no,no,cellular,jul,mon,1.0,2.0,nonexistent
33.0,admin.,single,university.degree,yes,no,cellular,jul,mon,6.1,3.0,nonexistent
26.0,admin.,single,university.degree,yes,no,cellular,jul,mon,1.1833333333333333,9.0,nonexistent
46.0,blue-collar,divorced,basic.9y,no,no,cellular,jul,mon,14.366666666666667,2.0,nonexistent
41.0,entrepreneur,divorced,high.school,yes,no,cellular,jul,mon,1.1833333333333333,5.0,nonexistent
31.0,services,divorced,high.school,yes,no,cellular,jul,mon,2.8666666666666667,1.0,nonexistent
37.0,admin.,single,high.school,yes,no,cellular,jul,mon,4.85,1.0,nonexistent
26.0,services,single,high.school,no,no,cellular,jul,mon,1.5166666666666666,1.0,nonexistent
29.0,admin.,single,university.degree,no,yes,telephone,jul,mon,18.833333333333332,8.0,nonexistent
29.0,admin.,married,basic.9y,yes,no,cellular,jul,mon,9.616666666666667,2.0,nonexistent
26.0,services,single,high.school,yes,no,cellular,jul,mon,8.483333333333333,1.0,nonexistent
26.0,services,single,high.school,yes,no,cellular,jul,mon,4.266666666666667,1.0,nonexistent
27.0,admin.,single,high.school,no,no,cellular,jul,mon,8.5,6.0,nonexistent
33.0,services,married,high.school,no,no,cellular,jul,mon,22.366666666666667,2.0,nonexistent
29.0,technician,married,high.school,no,no,cellular,jul,mon,6.05,1.0,nonexistent
31.0,services,divorced,high.school,yes,no,cellular,jul,mon,8.7,1.0,nonexistent
55.0,admin.,married,high.school,no,no,cellular,jul,mon,2.8,1.0,nonexistent
46.0,services,married,high.school,no,yes,cellular,jul,mon,5.1,1.0,nonexistent
25.0,entrepreneur,single,professional.course,yes,no,cellular,jul,mon,5.9,1.0,nonexistent
30.0,admin.,single,university.degree,no,no,cellular,jul,mon,1.7666666666666666,3.0,nonexistent
50.0,entrepreneur,married,basic.9y,no,no,cellular,jul,mon,4.366666666666666,4.0,nonexistent
37.0,admin.,single,high.school,yes,no,cellular,jul,mon,1.45,1.0,nonexistent
47.0,blue-collar,married,basic.6y,no,yes,cellular,jul,mon,15.5,1.0,nonexistent
30.0,services,married,high.school,yes,yes,telephone,jul,mon,5.7,9.0,nonexistent
48.0,admin.,divorced,university.degree,no,yes,cellular,jul,mon,9.4,5.0,nonexistent
37.0,admin.,married,high.school,no,no,cellular,jul,mon,2.6166666666666667,3.0,nonexistent
46.0,services,married,high.school,yes,no,cellular,jul,mon,3.0166666666666666,2.0,nonexistent
58.0,admin.,divorced,university.degree,yes,no,cellular,jul,mon,6.966666666666667,5.0,nonexistent
31.0,blue-collar,married,basic.9y,yes,yes,cellular,jul,mon,3.316666666666667,3.0,nonexistent
42.0,blue-collar,married,basic.4y,yes,no,cellular,jul,mon,4.183333333333334,2.0,nonexistent
28.0,technician,single,professional.course,yes,no,cellular,jul,mon,16.7,3.0,nonexistent
30.0,management,married,university.degree,no,yes,cellular,jul,mon,13.883333333333333,5.0,nonexistent
39.0,technician,single,professional.course,no,yes,cellular,jul,mon,7.533333333333333,4.0,nonexistent
35.0,services,divorced,high.school,yes,no,cellular,jul,mon,4.566666666666666,3.0,nonexistent
46.0,unemployed,married,basic.9y,yes,no,cellular,jul,mon,4.016666666666667,3.0,nonexistent
57.0,admin.,married,university.degree,yes,no,cellular,jul,mon,9.4,2.0,nonexistent
